,pref,pref_id,loss_from_2019,final_date_month,state_of_emergency,second,cases_per_population,deaths_per_population,average_temperature,unemployment_rate_percent,over_age65_population,population_2019,area_ha,population_per_density_per_ha,cases_lag,deaths_lag
406,和歌山県,30,0.835,2020/10/31,0,0,3.56756756756757,0,18.5,2.4,306000,925000,472465,2,1.2972972972973,0
407,鳥取県,31,0.737,2020/10/31,0,0,0.539568345323741,0,16.8,2.6,178000,556000,350714,2,2.33812949640288,0
408,島根県,32,0.801,2020/10/31,0,0,0.148367952522255,0,17,2.3,231000,674000,670807,1,0.445103857566766,0
409,岡山県,33,0.819,2020/10/31,0,0,6.82539682539683,0.158730158730159,17.7,2.4,573000,1890000,711433,3,0.634920634920635,0
410,広島県,34,0.821,2020/10/31,0,0,3.03138373751783,0.0713266761768902,18.7,2.5,823000,2804000,847964,3,4.24393723252496,0
411,山口県,35,0.773,2020/10/31,0,0,0.883652430044183,0,17.8,2.2,466000,1358000,611253,2,2.4300441826215,0.147275405007364
412,徳島県,36,0.652,2020/10/31,0,0,2.1978021978022,0,18.7,2.2,245000,728000,414675,2,2.47252747252747,0.686813186813187
413,香川県,37,0.698,2020/10/31,0,0,0.836820083682008,0,8,2.4,305000,956000,187679,5,1.67364016736402,0.104602510460251
414,愛媛県,38,0.712,2020/10/31,0,0,0.149365197908887,0,18.6,2,442000,1339000,567616,2,0,0
415,高知県,39,0.79,2020/10/31,0,0,0.859598853868195,0,19.6,2.5,246000,698000,710364,1,1.86246418338109,0.143266475644699
416,福岡県,40,0.738,2020/10/31,0,1,3.66379310344828,0.0783699059561128,19.4,3.1,1425000,5104000,498651,10,8.69905956112853,0.705329153605016
417,佐賀県,41,0.839,2020/10/31,0,0,1.10429447852761,0,19.1,2,246000,815000,244070,3,0.98159509202454,0
418,長崎県,42,0.875,2020/10/31,0,0,0.678221552373775,0,19.6,2.5,433000,1327000,413100,3,0.376789751318764,0
419,熊本県,43,0.697,2020/10/31,0,0,12.7002288329519,0,19.3,2.3,543000,1748000,740945,2,3.14645308924485,0.05720823798627
420,大分県,44,0.683,2020/10/31,0,0,0.0881057268722467,0.0881057268722467,19.1,2,373000,1135000,634076,2,1.14537444933921,0.0881057268722467
421,宮崎県,45,0.897,2020/10/31,0,0,0.186393289841566,0,19.9,2,346000,1073000,773533,1,0.65237651444548,0
422,鹿児島県,46,0.773,2020/10/31,0,0,3.3083645443196,0.0624219725343321,21.4,3.2,512000,1602000,918708,2,3.43320848938826,0.0624219725343321
423,沖縄県,47,0.781,2020/10/31,0,0,58.4308327598073,1.16999311768754,25.8,3.6,322000,1453000,228100,6,24.6386785960083,1.2388162422574
424,北海道,1,0.624,2020/11/30,0,0,109.180952380952,1.6,6.3,3.3,1673000,5250000,7842133,1,19.6,0.0571428571428571
425,青森県,2,0.656,2020/11/30,0,0,5.45746388443018,0.160513643659711,8,2.9,415000,1246000,964564,1,15.3290529695024,0.240770465489567
426,岩手県,3,0.665,2020/11/30,0,0,13.6104319478403,0.244498777506112,6.8,2.4,406000,1227000,1527501,1,0.32599837000815,0
427,宮城県,4,0.642,2020/11/30,0,0,20.9887250650477,0.346921075455334,10.8,2.4,652000,2306000,728229,3,13.8768430182134,0
428,秋田県,5,0.727,2020/11/30,0,0,2.79503105590062,0.10351966873706,8.9,2.9,359000,966000,1163752,1,1.0351966873706,0
429,山形県,6,0.634,2020/11/30,0,0,4.54545454545454,0,8.6,1.9,360000,1078000,932315,1,0.742115027829314,0
430,福島県,7,0.672,2020/11/30,0,0,6.12134344528711,0,10.5,2.5,582000,1846000,1378390,1,7.31310942578548,0.162513542795233
431,茨城県,8,0.514,2020/11/30,0,0,27.7272727272727,0.104895104895105,11.9,2.5,843000,2860000,609739,5,3.88111888111888,0.034965034965035
432,栃木県,9,0.607,2020/11/30,0,1,7.70423991726991,0.0517063081695967,11.5,2.2,554000,1934000,640809,3,3.0506721820062,0
433,群馬県,10,0.684,2020/11/30,0,0,15.8084449021627,0.154479917610711,12.3,2.5,580000,1942000,636228,3,10.2471678681771,0
434,埼玉県,11,0.808,2020/11/30,0,1,34.9659863945578,0.462585034013605,12.8,3,1961000,7350000,379775,19,16.3673469387755,0.0680272108843537
435,千葉県,12,0.65,2020/11/30,0,1,31.5226074452788,0.111838951909251,14.7,2.8,1743000,6259000,515760,12,18.1818181818182,0.143792938169037
436,東京都,13,0.655,2020/11/30,0,1,70.8354284893327,0.244235327921845,14,3,3209000,13921000,219407,63,38.431147187702,0.337619423891962
437,神奈川県,14,0.804,2020/11/30,0,1,41.7916938464884,0.282670145683844,14.7,2.8,2329000,9198000,241630,38,19.7325505544684,0.358773646444879
438,山梨県,19,0.645,2020/11/30,0,0,15.7829839704069,0.369913686806412,12,2,250000,811000,446527,2,3.2059186189889,0
439,新潟県,15,0.775,2020/11/30,0,0,6.65766981556455,0,11.4,2.4,720000,2223000,1258424,2,0.629779577147998,0
440,富山県,16,0.64,2020/11/30,0,0,3.44827586206897,0,12.5,2.1,337000,1044000,424759,2,0.383141762452107,0
441,石川県,17,0.607,2020/11/30,0,0,3.77855887521968,0.0878734622144113,13,1.9,337000,1138000,418605,3,2.98769771528998,0.175746924428823
442,長野県,20,0.628,2020/11/30,0,0,18.3992191312836,0.0976085895558809,8.9,2.3,653000,2049000,1356156,2,1.56173743289409,0.146412884333821
443,福井県,18,0.636,2020/11/30,0,0,7.68229166666667,0,12.5,1.7,235000,768000,419052,2,1.69270833333333,0
444,岐阜県,21,0.725,2020/11/30,0,1,19.4262707599396,0.150981378963261,13.9,1.6,599000,1987000,1062129,2,3.01962757926522,0.0503271263210871
445,静岡県,22,0.602,2020/11/30,0,0,27.7716794731065,0.246981339187706,15.6,2.4,1089000,3644000,777735,5,3.15587266739846,0
446,愛知県,23,0.693,2020/11/30,0,1,50.7415254237288,0.304555084745763,14,2.9,1892000,7552000,517306,15,11.4406779661017,0.132415254237288
447,三重県,24,0.748,2020/11/30,0,0,16.4514317798989,0,14.2,1.8,530000,1781000,577445,3,3.14430095451993,0
448,滋賀県,25,0.697,2020/11/30,0,0,16.2659123055163,0,12.6,2.9,368000,1414000,401738,4,3.53606789250354,0.0707213578500707
449,京都府,26,0.672,2020/11/30,0,1,24.196670538134,0.348432055749129,13.6,2.6,753000,2583000,461220,6,10.9949670925281,0.193573364305072
450,大阪府,27,0.795,2020/11/30,0,1,85.3331819729822,0.885458054262686,14.7,3.3,2434000,8809000,190529,46,24.5203768872744,0.40867294812124
451,兵庫県,28,0.793,2020/11/30,0,1,43.3955360409806,0.329308452250274,15.1,2.7,1591000,5466000,840094,7,9.7511891694109,0.0731796560556165
452,奈良県,29,0.667,2020/11/30,0,0,35.7894736842105,0.150375939849624,12.9,2.9,417000,1330000,369094,4,5.93984962406015,0.075187969924812
453,和歌山県,30,0.826,2020/11/30,0,0,19.1351351351351,0.216216216216216,14.7,2.4,306000,925000,472465,2,3.56756756756757,0
454,鳥取県,31,0.718,2020/11/30,0,0,3.59712230215827,0,13,2.6,178000,556000,350714,2,0.539568345323741,0
455,島根県,32,0.771,2020/11/30,0,0,0.890207715133531,0,13,2.3,231000,674000,670807,1,0.148367952522255,0
456,岡山県,33,0.735,2020/11/30,0,0,16.5608465608466,0.37037037037037,13,2.4,573000,1890000,711433,3,6.82539682539683,0.158730158730159
457,広島県,34,0.784,2020/11/30,0,0,6.95435092724679,0.0356633380884451,14.2,2.5,823000,2804000,847964,3,3.03138373751783,0.0713266761768902
458,山口県,35,0.677,2020/11/30,0,0,12.739322533137,0,13,2.2,466000,1358000,611253,2,0.883652430044183,0
459,徳島県,36,0.636,2020/11/30,0,0,2.33516483516483,0,14.9,2.2,245000,728000,414675,2,2.1978021978022,0
460,香川県,37,0.724,2020/11/30,0,0,4.81171548117155,0,8,2.4,305000,956000,187679,5,0.836820083682008,0
461,愛媛県,38,0.626,2020/11/30,0,0,14.7871545929798,0,14.2,2,442000,1339000,567616,2,0.149365197908887,0
462,高知県,39,0.743,2020/11/30,0,0,1.14613180515759,0,15.5,2.5,246000,698000,710364,1,0.859598853868195,0
463,福岡県,40,0.726,2020/11/30,0,1,11.7554858934169,0.117554858934169,15.3,3.1,1425000,5104000,498651,10,3.66379310344828,0.0783699059561128
464,佐賀県,41,0.779,2020/11/30,0,0,6.74846625766871,0.122699386503067,14.7,2,246000,815000,244070,3,1.10429447852761,0
465,長崎県,42,0.89,2020/11/30,0,0,1.95930670685757,0,15.3,2.5,433000,1327000,413100,3,0.678221552373775,0
466,熊本県,43,0.668,2020/11/30,0,0,12.929061784897,0.28604118993135,14.5,2.3,543000,1748000,740945,2,12.7002288329519,0
467,大分県,44,0.676,2020/11/30,0,0,11.9823788546256,0,14.8,2,373000,1135000,634076,2,0.0881057268722467,0.0881057268722467
468,宮崎県,45,0.833,2020/11/30,0,0,12.5815470643057,0,16,2,346000,1073000,773533,1,0.186393289841566,0
469,鹿児島県,46,0.742,2020/11/30,0,0,9.9250936329588,0,17.2,3.2,512000,1602000,918708,2,3.3083645443196,0.0624219725343321
470,沖縄県,47,0.742,2020/11/30,0,0,67.9972470750172,0.412938747419133,23.4,3.6,322000,1453000,228100,6,58.4308327598073,1.16999311768754
471,北海道,1,0.606,2020/12/31,0,0,87.0476190476191,4.93333333333333,-1.6,3.3,1673000,5250000,7842133,1,109.180952380952,1.6
472,青森県,2,0.722,2020/12/31,0,0,15.008025682183,0.160513643659711,0.6,2.9,415000,1246000,964564,1,5.45746388443018,0.160513643659711
473,岩手県,3,0.635,2020/12/31,0,0,15.5664221678892,1.71149144254279,0.2,2.4,406000,1227000,1527501,1,13.6104319478403,0.244498777506112
474,宮城県,4,0.658,2020/12/31,0,0,42.5411968777103,0.2601908065915,3.9,2.4,652000,2306000,728229,3,20.9887250650477,0.346921075455334
475,秋田県,5,0.685,2020/12/31,0,0,5.175983436853,0,2.3,2.9,359000,966000,1163752,1,2.79503105590062,0.10351966873706
476,山形県,6,0.558,2020/12/31,0,0,23.3766233766234,0.556586270871985,1.9,1.9,360000,1078000,932315,1,4.54545454545454,0
477,福島県,7,0.646,2020/12/31,0,0,23.9978331527627,0.75839653304442,3.7,2.5,582000,1846000,1378390,1,6.12134344528711,0
478,茨城県,8,0.477,2020/12/31,0,0,30.9440559440559,0.524475524475524,5.2,2.5,843000,2860000,609739,5,27.7272727272727,0.104895104895105
479,栃木県,9,0.603,2020/12/31,0,1,43.4332988624612,0.206825232678387,5,2.2,554000,1934000,640809,3,7.70423991726991,0.0517063081695967
480,群馬県,10,0.652,2020/12/31,0,0,57.0545829042224,1.13285272914521,6.3,2.5,580000,1942000,636228,3,15.8084449021627,0.154479917610711
481,埼玉県,11,0.785,2020/12/31,0,1,79.8503401360544,0.91156462585034,6.3,3,1961000,7350000,379775,19,34.9659863945578,0.462585034013605
482,千葉県,12,0.674,2020/12/31,0,1,65.0423390317942,0.495286787026682,8.5,2.8,1743000,6259000,515760,12,31.5226074452788,0.111838951909251
483,東京都,13,0.657,2020/12/31,0,1,139.135119603477,0.991308095682781,7.7,3,3209000,13921000,219407,63,70.8354284893327,0.244235327921845
484,神奈川県,14,0.751,2020/12/31,0,1,94.6618830180474,0.858882365731681,8.8,2.8,2329000,9198000,241630,38,41.7916938464884,0.282670145683844
485,山梨県,19,0.564,2020/12/31,0,0,27.6202219482121,0.246609124537608,5.7,2,250000,811000,446527,2,15.7829839704069,0.369913686806412
486,新潟県,15,0.795,2020/12/31,0,0,9.4017094017094,0.134952766531714,5.2,2.4,720000,2223000,1258424,2,6.65766981556455,0
487,富山県,16,0.662,2020/12/31,0,0,9.57854406130268,0,5.6,2.1,337000,1044000,424759,2,3.44827586206897,0
488,石川県,17,0.615,2020/12/31,0,0,19.1564147627417,0.0878734622144113,7,1.9,337000,1138000,418605,3,3.77855887521968,0.0878734622144113
489,長野県,20,0.569,2020/12/31,0,0,22.6939970717423,0.439238653001464,2,2.3,653000,2049000,1356156,2,18.3992191312836,0.0976085895558809
490,福井県,18,0.644,2020/12/31,0,0,5.078125,0.130208333333333,5.9,1.7,235000,768000,419052,2,7.68229166666667,0
491,岐阜県,21,0.646,2020/12/31,0,1,61.3990941117262,1.00654252642174,7.2,1.6,599000,1987000,1062129,2,19.4262707599396,0.150981378963261
492,静岡県,22,0.598,2020/12/31,0,0,27.7991218441273,0.823271130625686,9.4,2.4,1089000,3644000,777735,5,27.7716794731065,0.246981339187706
493,愛知県,23,0.627,2020/12/31,0,1,85.3945974576271,1.25794491525424,7.4,2.9,1892000,7552000,517306,15,50.7415254237288,0.304555084745763
494,三重県,24,0.7,2020/12/31,0,0,24.3121841661988,0.617630544637844,8.4,1.8,530000,1781000,577445,3,16.4514317798989,0
495,滋賀県,25,0.645,2020/12/31,0,0,27.7934936350778,0.141442715700141,6.6,2.9,368000,1414000,401738,4,16.2659123055163,0
496,京都府,26,0.593,2020/12/31,0,1,82.5396825396825,0.5420054200542,7.2,2.6,753000,2583000,461220,6,24.196670538134,0.348432055749129
497,大阪府,27,0.703,2020/12/31,0,1,110.863889204223,2.94017482120559,8.7,3.3,2434000,8809000,190529,46,85.3331819729822,0.885458054262686
498,兵庫県,28,0.723,2020/12/31,0,1,80.0951335528723,2.37833882180754,8.8,2.7,1591000,5466000,840094,7,43.3955360409806,0.329308452250274
499,奈良県,29,0.611,2020/12/31,0,0,63.609022556391,0.902255639097744,6.7,2.9,417000,1330000,369094,4,35.7894736842105,0.150375939849624
500,和歌山県,30,0.773,2020/12/31,0,0,17.7297297297297,0.108108108108108,8.5,2.4,306000,925000,472465,2,19.1351351351351,0.216216216216216
501,鳥取県,31,0.718,2020/12/31,0,0,10.9712230215827,0,6.1,2.6,178000,556000,350714,2,3.59712230215827,0
502,島根県,32,0.763,2020/12/31,0,0,8.90207715133531,0,6.7,2.3,231000,674000,670807,1,0.890207715133531,0
503,岡山県,33,0.671,2020/12/31,0,0,40.4232804232804,0.211640211640212,6.5,2.4,573000,1890000,711433,3,16.5608465608466,0.37037037037037
504,広島県,34,0.648,2020/12/31,0,0,87.8031383737518,1.03423680456491,7.2,2.5,823000,2804000,847964,3,6.95435092724679,0.0356633380884451
505,山口県,35,0.649,2020/12/31,0,0,14.8011782032401,0.0736377025036819,5.6,2.2,466000,1358000,611253,2,12.739322533137,0
506,徳島県,36,0.648,2020/12/31,0,0,2.33516483516483,0,8.6,2.2,245000,728000,414675,2,2.33516483516483,0
507,香川県,37,0.667,2020/12/31,0,0,16.3179916317992,0.104602510460251,8,2.4,305000,956000,187679,5,4.81171548117155,0
508,愛媛県,38,0.588,2020/12/31,0,0,11.277072442121,0.522778192681105,8,2,442000,1339000,567616,2,14.7871545929798,0
509,高知県,39,0.507,2020/12/31,0,0,73.2091690544413,0.429799426934097,8.7,2.5,246000,698000,710364,1,1.14613180515759,0
510,福岡県,40,0.717,2020/12/31,0,1,61.4615987460815,0.21551724137931,8.5,3.1,1425000,5104000,498651,10,11.7554858934169,0.117554858934169
511,佐賀県,41,0.761,2020/12/31,0,0,19.5092024539877,0.245398773006135,7.3,2,246000,815000,244070,3,6.74846625766871,0.122699386503067
512,長崎県,42,0.802,2020/12/31,0,0,28.9374529012811,0.0753579502637528,8.5,2.5,433000,1327000,413100,3,1.95930670685757,0
513,熊本県,43,0.61,2020/12/31,0,0,48.7414187643021,0.22883295194508,6.9,2.3,543000,1748000,740945,2,12.929061784897,0.28604118993135
514,大分県,44,0.571,2020/12/31,0,0,34.7136563876652,0.26431718061674,7.9,2,373000,1135000,634076,2,11.9823788546256,0
515,宮崎県,45,0.718,2020/12/31,0,0,23.7651444547996,0.65237651444548,9,2,346000,1073000,773533,1,12.5815470643057,0
516,鹿児島県,46,0.722,2020/12/31,0,0,24.1573033707865,0.0624219725343321,10.3,3.2,512000,1602000,918708,2,9.9250936329588,0
517,沖縄県,47,0.717,2020/12/31,0,0,71.7136958017894,0.825877494838266,19.2,3.6,322000,1453000,228100,6,67.9972470750172,0.412938747419133
518,北海道,1,0.607,2021/1/31,0,0,76.3238095238095,2.83809523809524,-4.4,3,1673000,5250000,7842133,1,87.0476190476191,4.93333333333333
519,青森県,2,0.704,2021/1/31,0,0,18.8603531300161,0.401284109149278,-1.9,3.6,415000,1246000,964564,1,15.008025682183,0.160513643659711
520,岩手県,3,0.664,2021/1/31,0,0,9.04645476772616,0.244498777506112,-2.8,3,406000,1227000,1527501,1,15.5664221678892,1.71149144254279
521,宮城県,4,0.592,2021/1/31,0,0,52.8187337380746,0.2601908065915,1.2,3,652000,2306000,728229,3,42.5411968777103,0.2601908065915
522,秋田県,5,0.607,2021/1/31,0,0,12.5258799171843,0,-0.4,3.4,359000,966000,1163752,1,5.175983436853,0
523,山形県,6,0.515,2021/1/31,0,0,10.760667903525,0.556586270871985,-1,2.8,360000,1078000,932315,1,23.3766233766234,0.556586270871985
524,福島県,7,0.571,2021/1/31,0,0,42.4160346695558,1.30010834236186,1.2,2.8,582000,1846000,1378390,1,23.9978331527627,0.75839653304442
525,茨城県,8,0.436,2021/1/31,0,0,82.9370629370629,0.909090909090909,3.4,2.7,843000,2860000,609739,5,30.9440559440559,0.524475524475524
526,栃木県,9,0.481,2021/1/31,1,1,118.562564632885,2.06825232678387,2.8,2.5,554000,1934000,640809,3,43.4332988624612,0.206825232678387
527,群馬県,10,0.537,2021/1/31,0,0,79.9176107106076,1.28733264675592,4,2.7,580000,1942000,636228,3,57.0545829042224,1.13285272914521
528,埼玉県,11,0.508,2021/1/31,1,1,148.176870748299,1.95918367346939,4,3.1,1961000,7350000,379775,19,79.8503401360544,0.91156462585034
529,千葉県,12,0.52,2021/1/31,1,1,180.57197635405,2.10896309314587,6,2.7,1743000,6259000,515760,12,65.0423390317942,0.495286787026682
530,東京都,13,0.597,2021/1/31,1,1,289.971984771209,1.86049852740464,5.4,2.7,3209000,13921000,219407,63,139.135119603477,0.991308095682781
531,神奈川県,14,0.61,2021/1/31,1,1,212.013481191563,2.14176994998913,6.2,2.5,2329000,9198000,241630,38,94.6618830180474,0.858882365731681
532,山梨県,19,0.44,2021/1/31,0,0,41.0604192355117,0.369913686806412,3.3,2,250000,811000,446527,2,27.6202219482121,0.246609124537608
533,新潟県,15,0.724,2021/1/31,0,0,16.6441745389114,0.269905533063428,1.9,2.7,720000,2223000,1258424,2,9.4017094017094,0.134952766531714
534,富山県,16,0.508,2021/1/31,0,0,29.9808429118774,0.0957854406130268,2.3,2.1,337000,1044000,424759,2,9.57854406130268,0
535,石川県,17,0.49,2021/1/31,0,0,34.3585237258348,0.615114235500879,3.9,2.1,337000,1138000,418605,3,19.1564147627417,0.0878734622144113
536,長野県,20,0.438,2021/1/31,0,0,53.9287457296242,1.02489019033675,0.2,2.6,653000,2049000,1356156,2,22.6939970717423,0.439238653001464
537,福井県,18,0.576,2021/1/31,0,0,20.703125,0.911458333333333,2.5,1.9,235000,768000,419052,2,5.078125,0.130208333333333
538,岐阜県,21,0.515,2021/1/31,1,1,91.9979869149472,1.76144942123805,4.6,1.7,599000,1987000,1062129,2,61.3990941117262,1.00654252642174
539,静岡県,22,0.466,2021/1/31,0,0,52.3874862788145,0.960482985729967,7.2,2.5,1089000,3644000,777735,5,27.7991218441273,0.823271130625686
540,愛知県,23,0.471,2021/1/31,1,1,98.9804025423729,2.46292372881356,5,2.7,1892000,7552000,517306,15,85.3945974576271,1.25794491525424
541,三重県,24,0.53,2021/1/31,0,0,50.3649635036496,0.673778775968557,5.7,1.8,530000,1781000,577445,3,24.3121841661988,0.617630544637844
542,滋賀県,25,0.591,2021/1/31,0,0,67.043847241867,1.34370579915134,4.2,2.8,368000,1414000,401738,4,27.7934936350778,0.141442715700141
543,京都府,26,0.437,2021/1/31,1,1,141.076267905536,2.55516840882695,5.1,2.9,753000,2583000,461220,6,82.5396825396825,0.5420054200542
544,大阪府,27,0.659,2021/1/31,1,1,155.761153365876,3.93915313883528,6.2,3.9,2434000,8809000,190529,46,110.863889204223,2.94017482120559
545,兵庫県,28,0.624,2021/1/31,1,1,118.294914013904,3.49432857665569,6.1,2.8,1591000,5466000,840094,7,80.0951335528723,2.37833882180754
546,奈良県,29,0.551,2021/1/31,0,0,75.6390977443609,1.05263157894737,4.7,2.3,417000,1330000,369094,4,63.609022556391,0.902255639097744
547,和歌山県,30,0.65,2021/1/31,0,0,48.3243243243243,0.756756756756757,6.3,2.6,306000,925000,472465,2,17.7297297297297,0.108108108108108
548,鳥取県,31,0.557,2021/1/31,0,0,14.3884892086331,0.359712230215827,4.3,2.7,178000,556000,350714,2,10.9712230215827,0
549,島根県,32,0.557,2021/1/31,0,0,9.05044510385757,0,4.5,2.3,231000,674000,670807,1,8.90207715133531,0
550,岡山県,33,0.622,2021/1/31,0,0,51.5873015873016,0.317460317460317,4.4,2.5,573000,1890000,711433,3,40.4232804232804,0.211640211640212
551,広島県,34,0.552,2021/1/31,0,0,53.3880171184023,2.03281027104137,5.2,2.5,823000,2804000,847964,3,87.8031383737518,1.03423680456491
552,山口県,35,0.594,2021/1/31,0,0,47.7172312223859,1.32547864506627,4.2,1.8,466000,1358000,611253,2,14.8011782032401,0.0736377025036819
553,徳島県,36,0.542,2021/1/31,0,0,25.6868131868132,0.686813186813187,5.9,2.2,245000,728000,414675,2,2.33516483516483,0
554,香川県,37,0.544,2021/1/31,0,0,35.4602510460251,1.25523012552301,8,2.3,305000,956000,187679,5,16.3179916317992,0.104602510460251
555,愛媛県,38,0.523,2021/1/31,0,0,39.4324122479462,0.373412994772218,5.6,2.4,442000,1339000,567616,2,11.277072442121,0.522778192681105
556,高知県,39,0.519,2021/1/31,0,0,26.3610315186246,1.00286532951289,6.9,2,246000,698000,710364,1,73.2091690544413,0.429799426934097
557,福岡県,40,0.563,2021/1/31,1,1,141.281347962382,1.33228840125392,7,3.1,1425000,5104000,498651,10,61.4615987460815,0.21551724137931
558,佐賀県,41,0.647,2021/1/31,0,0,59.2638036809816,0.122699386503067,6.2,1.4,246000,815000,244070,3,19.5092024539877,0.245398773006135
559,長崎県,42,0.654,2021/1/31,0,0,65.6367746797287,1.73323285606631,7.4,2.5,433000,1327000,413100,3,28.9374529012811,0.0753579502637528
560,熊本県,43,0.539,2021/1/31,0,0,83.7528604118993,2.63157894736842,6.3,2.9,543000,1748000,740945,2,48.7414187643021,0.22883295194508
561,大分県,44,0.533,2021/1/31,0,0,41.3215859030837,0.969162995594714,6.7,2.2,373000,1135000,634076,2,34.7136563876652,0.26431718061674
562,宮崎県,45,0.499,2021/1/31,0,0,99.0680335507922,1.11835973904939,8.1,2.5,346000,1073000,773533,1,23.7651444547996,0.65237651444548
563,鹿児島県,46,0.607,2021/1/31,0,0,37.8277153558052,0.31210986267166,9.2,2.8,512000,1602000,918708,2,24.1573033707865,0.0624219725343321
564,沖縄県,47,0.614,2021/1/31,0,0,150.103234686855,0.619408121128699,16.8,3.8,322000,1453000,228100,6,71.7136958017894,0.825877494838266
565,北海道,1,0.639,2021/2/28,0,0,31.3904761904762,1.42857142857143,-2.2,3,1673000,5250000,7842133,1,76.3238095238095,2.83809523809524
566,青森県,2,0.725,2021/2/28,0,0,7.9454253611557,0.561797752808989,-0.7,3.6,415000,1246000,964564,1,18.8603531300161,0.401284109149278
567,岩手県,3,0.692,2021/2/28,0,0,4.72697636511817,0.244498777506112,-0.2,3,406000,1227000,1527501,1,9.04645476772616,0.244498777506112
568,宮城県,4,0.724,2021/2/28,0,0,9.28013876843018,0.13009540329575,3.7,3,652000,2306000,728229,3,52.8187337380746,0.2601908065915
569,秋田県,5,0.581,2021/2/28,0,0,0.82815734989648,0.5175983436853,1.7,3.4,359000,966000,1163752,1,12.5258799171843,0
570,山形県,6,0.548,2021/2/28,0,0,3.71057513914657,0.185528756957328,1.2,2.8,360000,1078000,932315,1,10.760667903525,0.556586270871985
571,福島県,7,0.609,2021/2/28,0,0,11.9176598049837,1.4626218851571,4,2.8,582000,1846000,1378390,1,42.4160346695558,1.30010834236186
572,茨城県,8,0.416,2021/2/28,0,0,32.7622377622378,1.64335664335664,6,2.7,843000,2860000,609739,5,82.9370629370629,0.909090909090909
573,栃木県,9,0.503,2021/2/28,0,1,16.6494312306101,1.03412616339193,5.5,2.5,554000,1934000,640809,3,118.562564632885,2.06825232678387
574,群馬県,10,0.564,2021/2/28,0,0,32.6982492276004,0.772399588053553,6.3,2.7,580000,1942000,636228,3,79.9176107106076,1.28733264675592
575,埼玉県,11,0.528,2021/2/28,1,1,56.5986394557823,2.89795918367347,6.9,3.1,1961000,7350000,379775,19,148.176870748299,1.95918367346939
576,千葉県,12,0.498,2021/2/28,1,1,65.3938328806519,3.24332960536827,9.2,2.7,1743000,6259000,515760,12,180.57197635405,2.10896309314587
577,東京都,13,0.577,2021/2/28,1,1,78.9957617987214,3.51986207887364,8.5,2.7,3209000,13921000,219407,63,289.971984771209,1.86049852740464
578,神奈川県,14,0.629,2021/2/28,1,1,44.9771689497717,2.26136116547075,9.1,2.5,2329000,9198000,241630,38,212.013481191563,2.14176994998913
579,山梨県,19,0.475,2021/2/28,0,0,4.68557336621455,0.369913686806412,7,2,250000,811000,446527,2,41.0604192355117,0.369913686806412
580,新潟県,15,0.729,2021/2/28,0,0,7.64732343679712,0.269905533063428,4.4,2.7,720000,2223000,1258424,2,16.6441745389114,0.269905533063428
581,富山県,16,0.546,2021/2/28,0,0,3.16091954022989,0.0957854406130268,5.1,2.1,337000,1044000,424759,2,29.9808429118774,0.0957854406130268
582,石川県,17,0.43,2021/2/28,0,0,34.182776801406,0.351493848857645,6.6,2.1,337000,1138000,418605,3,34.3585237258348,0.615114235500879
583,長野県,20,0.478,2021/2/28,0,0,3.70912640312347,0.244021473889702,2.1,2.6,653000,2049000,1356156,2,53.9287457296242,1.02489019033675
584,福井県,18,0.649,2021/2/28,0,0,4.03645833333333,0.78125,5.4,1.9,235000,768000,419052,2,20.703125,0.911458333333333
585,岐阜県,21,0.527,2021/2/28,1,1,24.9622546552592,2.06341217916457,7.3,1.7,599000,1987000,1062129,2,91.9979869149472,1.76144942123805
586,静岡県,22,0.506,2021/2/28,0,0,15.1207464324918,0.466520307354555,10,2.5,1089000,3644000,777735,5,52.3874862788145,0.960482985729967
587,愛知県,23,0.449,2021/2/28,1,1,24.364406779661,1.5625,7.5,2.7,1892000,7552000,517306,15,98.9804025423729,2.46292372881356
588,三重県,24,0.548,2021/2/28,0,0,19.0903986524424,1.2914093206064,7.9,1.8,530000,1781000,577445,3,50.3649635036496,0.673778775968557
589,滋賀県,25,0.591,2021/2/28,0,0,24.3281471004243,1.13154172560113,6.9,2.8,368000,1414000,401738,4,67.043847241867,1.34370579915134
590,京都府,26,0.444,2021/2/28,1,1,23.8482384823848,1.43244289585753,7.7,2.9,753000,2583000,461220,6,141.076267905536,2.55516840882695
591,大阪府,27,0.617,2021/2/28,1,1,38.1995686229992,2.16823703030991,8.7,3.9,2434000,8809000,190529,46,155.761153365876,3.93915313883528
592,兵庫県,28,0.563,2021/2/28,1,1,27.478960848884,2.34174899377973,8.8,2.8,1591000,5466000,840094,7,118.294914013904,3.49432857665569
593,奈良県,29,0.559,2021/2/28,0,0,23.609022556391,0.601503759398496,7.4,2.3,417000,1330000,369094,4,75.6390977443609,1.05263157894737
594,和歌山県,30,0.672,2021/2/28,0,0,10.8108108108108,0.432432432432432,8.8,2.6,306000,925000,472465,2,48.3243243243243,0.756756756756757
595,鳥取県,31,0.576,2021/2/28,0,0,1.97841726618705,0,7,2.7,178000,556000,350714,2,14.3884892086331,0.359712230215827
596,島根県,32,0.601,2021/2/28,0,0,2.37388724035608,0,7.5,2.3,231000,674000,670807,1,9.05044510385757,0
597,岡山県,33,0.646,2021/2/28,0,0,7.72486772486773,0.582010582010582,7.3,2.5,573000,1890000,711433,3,51.5873015873016,0.317460317460317
