region,year,month,solar,temp
Castilla y León,2012,3,16.58042860758265,7.732220761237708
Castilla y León,2012,4,14.56688076780745,6.868517413057657
Castilla y León,2012,5,22.842635336580734,14.317637573095382
Castilla y León,2012,6,24.2984843033626,18.462885419680777
Castilla y León,2012,7,26.100982672415558,20.2358566490401
Castilla y León,2012,8,22.97676923385434,21.31414326613525
Castilla y León,2012,9,16.548352108564913,16.97423202207217
Castilla y León,2012,10,11.043996620098094,11.229588765892574
Castilla y León,2012,11,6.767523480624794,5.857414590672535
Castilla y León,2012,12,5.359721805153138,3.832711020346366
Castilla y León,2013,1,6.139287876209378,3.3823394723149582
Castilla y León,2013,2,8.545015115891527,2.5380152495214103
Castilla y León,2013,3,11.684252140103432,5.186562633205062
Castilla y León,2013,4,17.724821392179045,7.883552076372474
Castilla y León,2013,5,20.665884855936568,9.719994274265211
Castilla y León,2013,6,24.302970229179078,15.22489061079611
Castilla y León,2013,7,25.491851684251404,21.705313271867475
Castilla y León,2013,8,23.399616729035333,20.340882781936397
Castilla y León,2013,9,17.59433730461869,17.65675129206671
Castilla y León,2013,10,10.971570517694106,12.228352482631864
Castilla y León,2013,11,6.918990943687061,5.46837020038178
Castilla y León,2013,12,6.093084278872253,3.0093744509082097
Castilla y León,2014,1,5.3184524690561945,4.26193930746038
Castilla y León,2014,2,8.57511619556032,3.477353826884091
Castilla y León,2014,3,14.551580132351615,6.96329683448757
Castilla y León,2014,4,18.595970211250116,11.527735814591509
Castilla y León,2014,5,23.288055211267018,12.679008775815515
Castilla y León,2014,6,25.474173075538314,17.306151374214373
Castilla y León,2014,7,24.735809497215065,19.441480882784205
Castilla y León,2014,8,22.344115320750337,19.883585113048976
Castilla y León,2014,9,16.86678638865372,17.712568814429197
Castilla y León,2014,10,11.953520713021438,14.650723298730243
Castilla y León,2014,11,5.9515498002882365,7.465306122740609
Castilla y León,2014,12,5.674980505065083,3.287819205480867
Castilla y León,2015,1,6.749707012682286,2.390215163657559
Castilla y León,2015,2,8.539629444579793,2.0864546634691203
Castilla y León,2015,3,14.007029594152154,6.932601879019277
Castilla y León,2015,4,18.61310239879131,10.402768525311295
Castilla y León,2015,5,23.368108085935614,14.36371608103903
Castilla y León,2015,6,24.64361757127807,19.055446417891265
Castilla y León,2015,7,25.876805875960606,22.973858650338737
Castilla y León,2015,8,21.966467136350026,20.50750680125268
Castilla y León,2015,9,16.92808371276909,15.425510596657512
